attrezzature,attrezzature_lingue,bagni,booking_link,camere,categoria,classificazione,comfort,denominazione_struttura,email,fax,first_word_number,geo_x,geo_y,id_struttura,info_indirizzo,latitude,letti,longitude,n_reviews,nome,posizione,provincia,pulizia,rapporto qualità prezzo,rating,servizi,staff,stato,tel,wifi gratuito,comune,Indirizzo,Cap,Località
"Access. diversamente abili parziale,Accettazione animali domestici",,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,COTTAGE ADELINA,piera.abati@bettoniiq.it,,,5.854973405e+17,5.0911561605e+17,630999163,,5.0911561605e+17,6.0,5.854973405e+17,,,,BG,,,,,,,3356960377,,colere,via grana 6,24020.0,
,,5.0,,5.0,Complementari,Rifugi di montagna,,RIFUGIO CIMA BIANCA,rsisrl2019@pec.it,,,0.0,0.0,182437297,,0.0,40.0,0.0,,,,BG,,,,,,,0346 1903825,,colere,loc. cima bianca snc,24020.0,
,,26.0,,26.0,Complementari,Rifugi di montagna,,RIFUGIO PLAN DEL SOLE,rsisrl2019@pec.it,,,5.83039073677e+17,5.0918347230599904e+17,180111257,,5.09183472305999e+17,100.0,5.83039073677e+17,,,,BG,,,,,,,0346 1903825,,colere,loc. polzone snc,24020.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Casa Dosso del Grillo,,,,0.0,0.0,178575925,,0.0,6.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Isolaccia Apartments,,,,0.0,0.0,101334834,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Locazione turistica non imprenditoriale,,Appartamento Del Curto Maria Dorly,,,,0.0,0.0,517736748,,0.0,6.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Locazione turistica non imprenditoriale,,Ca' Del Bosco,,,,0.0,0.0,404216699,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,CAV Varni Francesco 7,,,,0.0,0.0,259658724,,0.0,0.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,CAV Varni Francesco 13,,,,0.0,0.0,259658741,,0.0,0.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Appartamenti Cuffari Serena sub 5,,,,0.0,0.0,639899123,,0.0,1.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,CAV Varni Francesco 12,,,,0.0,0.0,259658739,,0.0,0.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,0.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Illini Matteo,illini.matteo@gmail.com,,,5.99606407543999e+17,5.14909798744999e+16,65348416,,5.14909798744999e+16,4.0,5.99606407543999e+17,,,,SO,,,,,,,,,valdidentro,via nazionale 17/b,,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Roberto Nardi,,,,0.0,0.0,98048507,,0.0,6.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,12.0,,12.0,Alberghiere,Alberghi 2 stelle,,Edelweiss Valdidentro,,,,0.0,0.0,107390369,,0.0,55.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Rifugi di montagna,,RIFUGIO VAL VIOLA,,,,0.0,0.0,9752362,,0.0,25.0,0.0,,,,SO,,,,,,,0342 985136,,valdidentro,val viola,23038.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,CAV Varni Francesco 9,,,,0.0,0.0,259658731,,0.0,0.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Gasparotti Daniele,,,,0.0,0.0,456285236,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,2.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Casa Rasin 3,,,,0.0,0.0,97660846,,0.0,12.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Casa Federica,ornigurini@gmail.com,,,5.99649057107e+16,5.1490962987299904e+17,65348318,,5.14909629872999e+17,4.0,5.99649057107e+16,,,,SO,,,,,,,3333977460,,valdidentro,via nazionale 19,,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Schivalocchi Cinzia,,,,0.0,0.0,161976353,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Baita del Canton sub 11,,,,0.0,0.0,645300323,,0.0,1.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Appartamenti Galli Andrea sub 3,,,,0.0,0.0,648959142,,0.0,1.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Appartamento Compagnoni Loredana,,,,0.0,0.0,635920390,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,0.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamenti Rocca Simone sub 5,,,,0.0,0.0,285605461,,0.0,0.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Appartamento Compagnoni Loredana,,,,0.0,0.0,435403445,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,2.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Casa Rasin 2,,,,0.0,0.0,97660843,,0.0,12.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Di Sanza Valeria,,,,0.0,0.0,443382955,,0.0,3.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Alloggi Agrituristici,,Alpe Boron,,,,0.0,0.0,197997700,,0.0,7.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Benzoni Laura,,,,0.0,0.0,101334804,,0.0,5.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,CAV Varni Francesco 8,,,,0.0,0.0,259658727,,0.0,0.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,16.0,,0.0,Complementari,Foresterie lombarde,,LA BELLA VITA HOUSE,labellavitahouse@gmail.com,,,0.0,0.0,66454561,,0.0,26.0,0.0,,,,SO,,,,,,,347-2816119,,valdidentro,via piandelvino 16/d,,
,,2.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Casa Rasin 1,,,,0.0,0.0,97660839,,0.0,12.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,2.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamenti Sosio Dorina,,,,0.0,0.0,525062116,,0.0,8.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,"Bormio Stay - Via dei Sana, 8",,,,0.0,0.0,295000910,,0.0,2.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,4.0,,4.0,Complementari,Alloggi Agrituristici,,Alpe Verva,,,,0.0,0.0,331288277,,0.0,10.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Locazione turistica non imprenditoriale,,Dolce Casa,,,,0.0,0.0,638296537,,0.0,3.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,5.0,,0.0,Complementari,Locazione turistica non imprenditoriale,,Appartamento Valgoi Andrea,,,,0.0,0.0,381952183,,0.0,1.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,3.0,,3.0,Complementari,Rifugi di montagna,,VECCHIA MALGA DOSDE',,,,0.0,0.0,9762924,,0.0,25.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,8.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Mountain Home,,,,0.0,0.0,97660677,,0.0,29.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,"Bormio Stay - Via San Gallo, 16",,,,0.0,0.0,551824407,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,4.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Appartamenti Cuffari Serena,,,,0.0,0.0,639899119,,0.0,24.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,3.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Baita del Canton,,,,0.0,0.0,645300164,,0.0,13.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,3.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamenti Antonioli Graziella,casevacanze-muffe@tiscali.it,,,6.0121930827e+17,5.14913600614999e+16,65348346,,5.14913600614999e+16,9.0,6.0121930827e+17,,,,SO,,,,,,,340 2580139,,valdidentro,via agost,,
,,26.0,,26.0,Alberghiere,Residenze turistico alberghiere 4 stelle,,Residence Nira Mountain Resort Futura,,,,0.0,0.0,410836396,,0.0,94.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,0.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamenti Rini Ivano sub 34,,,,0.0,0.0,327170635,,0.0,0.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,"Bormio Stay - Via Belvedere, 28 SUB 2",,,,0.0,0.0,379026414,,0.0,0.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,"Bormio Stay - Via Bagni Nuovi, 12",,,,0.0,0.0,264230583,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,,
,,12.0,,0.0,Complementari,Foresterie lombarde,,Chalet Selva,chaletselva@gmail.com,,,1.0242532e+17,4.6459645999999904e+17,66454555,,4.64596459999999e+17,43.0,1.0242532e+17,,,,SO,,,,,,,3939406136,,valdidentro,s.s. 301 del foscagno - loc. arnoga,,
"Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Autorimessa,Bar,Custodia valori in cassaforte,Ristorante,Sala lettura separata,Sala televisione separata,Tavernetta o tavola calda","Francese,Tedesco",14.0,,14.0,Alberghiere,Alberghi 2 stelle,,VIOLA,albergoviola@yahoo.it,0342 927124,,0.0,0.0,9751886,,0.0,23.0,0.0,,,,SO,,,,,,,0342 927151,,valdidentro,ss 301 del foscagno arnoga 14,23038.0,
,,8.0,,0.0,Complementari,Campeggi e aree attrezzate per camper e roulotte 2 stelle,,CAMPEGGIO LA PINETA,campinglapineta@valdidentro.it,0342 985365,,5.98448586330999e+16,5.14895700489e+17,9752290,,5.14895700489e+17,150.0,5.98448586330999e+16,,,,SO,,,,,,,0342 985365,,valdidentro,via le runi isolaccia,23038.0,
,,0.0,,0.0,Complementari,Foresterie lombarde,,Casa Lanfranchi,info@andreolavacanze.it,,,5.97528349424e+17,5.1486871787499904e+17,66454592,,5.14868717874999e+17,8.0,5.97528349424e+17,,,,SO,,,,,,,+39 0342 985050,,valdidentro,via le ponti 27,,
,,7.0,,7.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,CASA GISELLA,lacasadigisella@libero.it,0342 929298,,6.02427013096999e+17,5.1485405837099904e+17,13477610,,5.14854058370999e+17,40.0,6.02427013096999e+17,,,,SO,,,,,,,0342 929298,,valdidentro,via alle fornaci premadio 3,23038.0,
,,1.0,,0.0,Complementari,Foresterie lombarde,,Appartamento Valgoi Andrea,valgosais@gmail.com,,,5.99300675122e+17,5.14924625164e+17,65499485,,5.14924625164e+17,5.0,5.99300675122e+17,,,,SO,,,,,,,340 0918859,,valdidentro,via don evaristo peccedi 16,,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Casa Cola sub 13,,,,0.0,0.0,641725288,,0.0,1.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,CAV Varni Francesco 14,,,,0.0,0.0,259658745,,0.0,0.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamenti Gasperi Simone,,,,0.0,0.0,646973584,,0.0,1.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,0.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartartamento Pietrogiovanna Remo,chicco.molina@gmail.com,,,6.04610722523999e+17,5.1485431319e+17,65348408,,5.1485431319e+17,4.0,6.04610722523999e+17,,,,SO,,,,,,,,,valdidentro,via ripa fontana 9,,
,,2.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,CASA AL RIN,,,,0.0,0.0,9763523,,0.0,12.0,0.0,,,,SO,,,,,,,,,valdidentro,,,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,"Bormio Stay - Via Borgonuovo, 3",,,,0.0,0.0,449872023,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Appartamenti Sozzani Renato SUB 3,,,,0.0,0.0,340316932,,0.0,0.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,4.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,BAITA DE ANNA,anna.zampiglia@gmail.com,,,0.0,0.0,13478390,,0.0,18.0,0.0,,,,SO,,,,,,,+39 338 1897958,,valdidentro,via leponti semogo 33/a,23038.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Green View di Fornaciarini Loretta,,,,0.0,0.0,83228090,,0.0,5.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,6.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,LA FONTANA,casalafontana@valdidentro.it,0342 929342,,0.0,0.0,13477662,,0.0,22.0,0.0,,,,SO,,,,,,,0342 929342,,valdidentro,via cancano cancano 2 e 10,23038.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Bormio Stay - Campo di Val Viola,,,,0.0,0.0,129120432,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Arbacca Silvia,,,,0.0,0.0,264230624,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,,
,,3.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,CASA COLA,info@casacola.com,0342 971336,,6.04578113254999e+17,5.14865672926e+16,13478130,,5.14865672926e+16,10.0,6.04578113254999e+17,,,,SO,,,,,,,0342 997428,,valdidentro,via ripa fontana 3,23038.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Appartamenti Cuffari Serena sub 7,,,,0.0,0.0,639899144,,0.0,1.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,4.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,CASA PIENZI,,,,6.00915750863e+17,5.1488868583699904e+17,13478546,,5.14888685836999e+17,20.0,6.00915750863e+17,,,,SO,,,,,,,,,valdidentro,via piandelvino 4/b,23038.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,CAV Varni Francesco 5,,,,0.0,0.0,259658719,,0.0,0.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Bormio Stay - Via San Giovanni 13A - sub 2,,,,0.0,0.0,161976366,,0.0,3.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,2.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamenti Canclini Mercede - sub. 13 e 14,,,,0.0,0.0,232937840,,0.0,5.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,CAV Varni Francesco 10,,,,0.0,0.0,259658733,,0.0,0.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,"Bormio Stay - Via Piandelvino, 35 - SUB 5",,,,0.0,0.0,357276766,,0.0,0.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,2.0,,0.0,Complementari,Locazione turistica non imprenditoriale,,Appartamento Giacomelli Cristian Dario,,,,0.0,0.0,631221367,,0.0,5.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,16.0,,0.0,Complementari,Alloggi Agrituristici,,BAITA DE L'ALL,info@baitadelall.it,,,1.029446e+17,4.6489409999999904e+17,65347363,,4.64894099999999e+17,10.0,1.029446e+17,,,,SO,,,,,,,320 6770746,,valdidentro,localitã  all,,
,,3.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamenti Rini Ivano,,,,0.0,0.0,327170630,,0.0,19.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Bormio Stay - Via Similiore,,,,0.0,0.0,150268485,,0.0,1.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,10.0,,10.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,PIANDELVINO,residencepiandelvino@libero.it,0342 945767,,6.01241443786e+17,5.14882183299e+17,13477623,,5.14882183299e+17,43.0,6.01241443786e+17,,,,SO,,,,,,,0342 929592,,valdidentro,via piandelvino pedenosso 5,23038.0,
,,2.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,A due passi,,,,0.0,0.0,631221998,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,0.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Chalet Roberta,roberta19852016@libero.it,,,6.00610179218e+17,5.14903610529e+17,65348371,,5.14903610529e+17,4.0,6.00610179218e+17,,,,SO,,,,,,,,,valdidentro,via lungo viola 20,,
"Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Ascensore,Autorimessa,Bar,Custodia valori in cassette sicurezza,Giochi per bambini,Parco o giardino,Ristorante,Sala lettura separata","Inglese,Tedesco",23.0,,23.0,Alberghiere,Alberghi 3 stelle,,CIMA PIAZZI,info@cimapiazzi.com,0342 921147,,5.99841001386999e+17,5.14907671655e+17,9751625,,5.14907671655e+17,42.0,5.99841001386999e+17,,,,SO,,,,,,,0342 985050,,valdidentro,via nazionale isolaccia 39,23038.0,
"Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Aria condizionata centralizzata,Ascensore,Autorimessa,Bar,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Giochi per bambini,Lavaggio e stiratura biancheria,Parcheggio custodito,Parco o giardino,Pulizia calzature,Ristorante,Ristorante vegetariano,Sala lettura separata,Sala televisione separata,Salone di bellezza,Sauna privata,Servizio congressi,Tavernetta o tavola calda,Trasporto clienti stazione","Francese,Inglese,Tedesco",44.0,,44.0,Alberghiere,Alberghi 3 stelle,,MIRAVALLE,info@hotel-miravalle.com,0342 921001,,5.97734862561e+17,514879985855.0,9751794,,514879985855.0,87.0,5.97734862561e+17,,,,SO,,,,,,,0342 985264,,valdidentro,piazza sant'abbondio semogo 5,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Al monte Vacanze,,,,0.0,0.0,256644897,,0.0,3.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Ambrosi Laura,,,,0.0,0.0,86703229,,0.0,7.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,10.0,,0.0,Alberghiere,Alberghi 3 stelle,,ALPEN,info@alpen-hotel.it,0342 929513,,0.0,0.0,9758902,,0.0,24.0,0.0,,,,SO,,,,,,,0342 985875,,valdidentro,via pecãƒâ© 3,23038.0,
,,3.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,"Bormio Stay - Via Belvedere, 28",,,,0.0,0.0,373958223,,0.0,8.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
"Access. diversamente abili totale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Aria condizionata centralizzata,Ascensore,Bar,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Fitness/centro salute,Impianti termali propri,Lavaggio e stiratura biancheria,Parco o giardino,Piscina coperta,Ristorante,Sala lettura separata,Sauna privata,Servizi baby sitting,Servizio congressi,Trasporto clienti stazione","Francese,Inglese,Spagnolo,Tedesco",82.0,,82.0,Alberghiere,Alberghi 5 stelle,,GRAND HOTEL BAGNI NUOVI,info@bagnidibormio.it,0342 918511,,6.04482619553999e+17,5.1489235047199904e+17,9732193,,5.14892350471999e+17,172.0,6.04482619553999e+17,,,,SO,,,,,,,0342 901890,,valdidentro,bagni nuovi,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Rocca Aldo,,,,0.0,0.0,104624622,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,"Bormio Stay - Via Adda, 10",,,,0.0,0.0,461191000,,0.0,3.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Fiordalpe,,,,0.0,0.0,105606675,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,36.0,,36.0,Alberghiere,Alberghi 3 stelle,,Hotel San Carlo,,,,0.0,0.0,107652431,,0.0,82.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento De Gasperi Amelia,,,,0.0,0.0,101334812,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,CAV Varni Francesco 15,,,,0.0,0.0,259658748,,0.0,0.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Antico Casale il Dopolavoro,,,,0.0,0.0,83440633,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Panzeri Silvia,,,,0.0,0.0,580836556,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Cairoli Mariacarla,,,,0.0,0.0,325259766,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,5.0,,0.0,Complementari,Case per ferie,,BAITA VIOLA,info@baitaviola.com,0342 904161,,5.98579573775e+17,5.1396135113e+17,9762110,,5.1396135113e+17,50.0,5.98579573775e+17,,,,SO,,,,,,,0342 904161,,valdidentro,arnoga,23038.0,
,,2.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Antonucci Paolo,,,,0.0,0.0,94725018,,0.0,5.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,"Bormio Stay - Via Ripa Fontana, 1",,,,0.0,0.0,641932799,,0.0,2.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Appartamento ViganÃ² Enrico,,,,0.0,0.0,219313011,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,12.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Residence Raethia,,,,0.0,0.0,83228132,,0.0,25.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,16.0,,0.0,Complementari,Foresterie lombarde,,Baita Fochin,caterinapini66@gmail.com,,,0.0,0.0,66454581,,0.0,5.0,0.0,,,,SO,,,,,,,347 65 34 459,,valdidentro,,,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Rencricca NicolÃ²,,,,0.0,0.0,615650735,,0.0,8.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Martinelli Andrea,,,,0.0,0.0,604011330,,0.0,3.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Guest house di Martinelli Gervasio,gervyblogger@gmail.com,,,6.02457879811999e+16,5.1485436282299904e+17,65348413,,5.14854362822999e+17,8.0,6.02457879811999e+16,,,,SO,,,,,,,3388151316,,valdidentro,via alle fornaci 6,,
