name,url,rating,price,contact,via,CAP,comune
Sunny Valley,https://www.tripadvisor.it/Restaurant_Review-g651992-d3438454-Reviews-Sunny_Valley-Santa_Caterina_Valfurva_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+390342935422,Valle dell'Alpe ,23032, Santa Caterina Valfurva
Pasticceria Poggini,https://www.tripadvisor.it/Restaurant_Review-g194905-d3972715-Reviews-Pasticceria_Poggini-Santa_Maria_Maggiore_Province_of_Verbano_Cusio_Ossola_Piedmon.html,4.0,fascia media,+39032495129,Via Cavalli 15 ,28857, Santa Maria Maggiore
Pizzeria la Ruota,https://www.tripadvisor.it/Restaurant_Review-g651992-d6437279-Reviews-Pizzeria_la_Ruota-Santa_Caterina_Valfurva_Province_of_Sondrio_Lombardy.html,4.0,cibo economico,+393496750980,Localita Plaghera 28 Santa Caterina,,Valfurva
Rifugio Stella Alpina,https://www.tripadvisor.it/Restaurant_Review-g651992-d6002032-Reviews-Rifugio_Stella_Alpina-Santa_Caterina_Valfurva_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+393316676177,Campec S. Caterina ,23030, Santa Caterina Valfurva
Caffe Pagani,https://www.tripadvisor.it/Restaurant_Review-g194905-d4738573-Reviews-Caffe_Pagani-Santa_Maria_Maggiore_Province_of_Verbano_Cusio_Ossola_Piedmont.html,4.0,cibo economico,+393398821484,Piazza Risorgimento Piazza Risorgimento 16 ,28857, Santa Maria Maggiore
Pizzeria Del Centro Snc Di Leonardi Tiziana & C,https://www.tripadvisor.it/Restaurant_Review-g194899-d7097353-Reviews-Pizzeria_Del_Centro_Snc_Di_Leonardi_Tiziana_C-San_Pellegrino_Terme_Province_of_Be.html,3.5,cibo economico,+39034521754,Viale Papa Giovanni XXIII 41 ,24016, San Pellegrino Terme
Centro La Fonte,https://www.tripadvisor.it/Restaurant_Review-g651992-d8552636-Reviews-Centro_La_Fonte-Santa_Caterina_Valfurva_Province_of_Sondrio_Lombardy.html,3.5,cibo economico,+390342935334,Via Magliaga 3 ,23030, Santa Caterina Valfurva
La Tana,https://www.tripadvisor.it/Restaurant_Review-g651992-d2056771-Reviews-La_Tana-Santa_Caterina_Valfurva_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+390342925006,Via Magliaga 26/B ,23030, Santa Caterina Valfurva
Ristorante Le Colonne,https://www.tripadvisor.it/Restaurant_Review-g194905-d2224981-Reviews-Ristorante_Le_Colonne-Santa_Maria_Maggiore_Province_of_Verbano_Cusio_Ossola_Piedm.html,4.0,fascia media,+39032494893,Via Benefattori 7 ,28857, Santa Maria Maggiore
Ristorante Santa Lucia,https://www.tripadvisor.it/Restaurant_Review-g187836-d948908-Reviews-Ristorante_Santa_Lucia-Lecco_Province_of_Lecco_Lombardy.html,3.5,fascia media,+390341365036,Via Antonio Mascari 33 ,23900, Lecco
Pizzeria Da Titti,https://www.tripadvisor.it/Restaurant_Review-g194899-d21310915-Reviews-Pizzeria_Da_Titti-San_Pellegrino_Terme_Province_of_Bergamo_Lombardy.html,3.0,,,Viale Papa Giovanni XXIII,,San Pellegrino Terme
Caffetteria Degli Artisti,https://www.tripadvisor.it/Restaurant_Review-g194899-d11791747-Reviews-Caffetteria_Degli_Artisti-San_Pellegrino_Terme_Province_of_Bergamo_Lombardy.html,4.0,cibo economico,+393892744753,Viale papa Giovanni XIII 75,,San Pellegrino Terme
Ristorante Pizzeria da Franco,https://www.tripadvisor.it/Restaurant_Review-g194899-d2401007-Reviews-Ristorante_Pizzeria_da_Franco-San_Pellegrino_Terme_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+39034522267,Via San Carlo 76 ,24016, San Pellegrino Terme
LunaPiena Pizzeria d'asporto,https://www.tripadvisor.it/Restaurant_Review-g187872-d3631561-Reviews-LunaPiena_Pizzeria_d_asporto-Vicenza_Province_of_Vicenza_Veneto.html,4.5,cibo economico,+3904441325952,Strada Sant'Antonino 89/P Accanto al distributore di carburante. ,36100, Vicenza
Santa Fè,https://www.tripadvisor.it/Restaurant_Review-g2052523-d2434957-Reviews-Santa_Fe-Solagna_Province_of_Vicenza_Veneto.html,4.0,fascia media,+393357040333,Via torre 20 Solagna vi ,36020, Solagna
a Santa Lucia,https://www.tripadvisor.it/Restaurant_Review-g187849-d1074940-Reviews-A_Santa_Lucia-Milan_Lombardy.html,3.0,fascia media,+390276023155,Via San Pietro All'Orto 3 ,20121, Milano
Pizzeria La Piola,https://www.tripadvisor.it/Restaurant_Review-g194875-d2618350-Reviews-Pizzeria_La_Piola-Reggio_Emilia_Province_of_Reggio_Emilia_Emilia_Romagna.html,4.5,cibo economico,+390522434368,Via Mario Calderini 5/B ,42121, Reggio Emilia
Pizzeria Zei,https://www.tripadvisor.it/Restaurant_Review-g194942-d3182898-Reviews-Pizzeria_Zei-Varese_Province_of_Varese_Lombardy.html,4.0,cibo economico,+390332289553,Via Carrobbio 8 ,21100, Varese
Agorà Caffé,https://www.tripadvisor.it/Restaurant_Review-g194702-d3819964-Reviews-Agora_Caffe-Brescia_Province_of_Brescia_Lombardy.html,4.5,cibo economico,,Via dei Musei 75 ,25121, Brescia
Giampiero Rossi,https://www.tripadvisor.it/Restaurant_Review-g2550076-d2530535-Reviews-Giampiero_Rossi-Cencerate_Brallo_di_Pregola_Province_of_Pavia_Lombardy.html,4.5,fascia media,+393337371648,Via Principale 2 ,27050, Cencerate Brallo di Pregola
Terrazza Dei Sapori,https://www.tripadvisor.it/Restaurant_Review-g3813691-d10539086-Reviews-Terrazza_Dei_Sapori-Cagno_Novella_Province_of_Trento_Trentino_Alto_Adige.html,3.5,fascia media,+393331710043,Via Nazionale 2B ,38028, Cagnò Novella
Rifugio Sci 2000,https://www.tripadvisor.it/Restaurant_Review-g651992-d4747232-Reviews-Rifugio_Sci_2000-Santa_Caterina_Valfurva_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342925037,Localita Plaghera ,23030, Santa Caterina Valfurva
Shabu Barzio,https://www.tripadvisor.it/Restaurant_Review-g1582779-d19658584-Reviews-Shabu_Barzio-Barzio_Province_of_Lecco_Lombardy.html,4.5,fascia media,+390341910317,Via Martiri Patrioti Barziesi 4 ,23816, Barzio
La Locanda di Miro',https://www.tripadvisor.it/Restaurant_Review-g1582779-d2099170-Reviews-La_Locanda_di_Miro-Barzio_Province_of_Lecco_Lombardy.html,3.5,fascia media,+390341911125,Piazza Giuseppe Garibaldi 11 ,23816, Barzio
Albergo ristorante Esposito,https://www.tripadvisor.it/Restaurant_Review-g1582779-d3617090-Reviews-Albergo_ristorante_Esposito-Barzio_Province_of_Lecco_Lombardy.html,4.0,fascia media,+390341996200,Via Francesca Manzoni 33 ,23816, Barzio
Bar Zio,https://www.tripadvisor.it/Restaurant_Review-g1582779-d4090357-Reviews-Bar_Zio-Barzio_Province_of_Lecco_Lombardy.html,4.5,cibo economico,,Via Tranquillo Baruffaldi 1 ,23816, Barzio
Pasticceria Passoni,https://www.tripadvisor.it/Restaurant_Review-g1582779-d3365431-Reviews-Pasticceria_Passoni-Barzio_Province_of_Lecco_Lombardy.html,4.0,fascia media,+390341997027,Via Roma 36 ,23816, 
Albergo Ristorante Vittoria,https://www.tripadvisor.it/Restaurant_Review-g1582779-d2460069-Reviews-Albergo_Ristorante_Vittoria-Barzio_Province_of_Lecco_Lombardy.html,4.0,fascia media,+390341996417,Via Roma 31 ,23816, Barzio
bar sole e luna,https://www.tripadvisor.it/Restaurant_Review-g1582779-d7046751-Reviews-Bar_sole_e_luna-Barzio_Province_of_Lecco_Lombardy.html,4.5,cibo economico,+390341918249,Via Martiri Patrioti Barziesi 34 ,23816, Barzio
Ristorante Pizzeria Chalet,https://www.tripadvisor.it/Restaurant_Review-g1582779-d4753382-Reviews-Bar_Ristorante_Chalet-Barzio_Province_of_Lecco_Lombardy.html,2.5,fascia media,+390341996123,Piazza Giuseppe Garibaldi 1 ,23816, Barzio
Agriturismo La Possa,https://www.tripadvisor.it/Restaurant_Review-g1582779-d4283774-Reviews-Agriturismo_La_Possa-Barzio_Province_of_Lecco_Lombardy.html,3.5,fascia media,+393484909834,Via Al Piso Fraz. Concenedo ,23816, Barzio
Antica Osteria,https://www.tripadvisor.it/Restaurant_Review-g1582779-d2217873-Reviews-Antica_Osteria-Barzio_Province_of_Lecco_Lombardy.html,3.5,fascia media,+393472360550,Via Ai Monti 1 ,23816, Barzio
Rifugio Lecco Piani di Bobbio,https://www.tripadvisor.it/Restaurant_Review-g1582779-d6542579-Reviews-Rifugio_Lecco_Piani_di_Bobbio-Barzio_Province_of_Lecco_Lombardy.html,4.5,cibo economico,+390341910669,Piani di Bobbio,,Barzio
Rifugio Buzzoni,https://www.tripadvisor.it/Restaurant_Review-g2697149-d4473797-Reviews-Rifugio_Buzzoni-Introbio_Province_of_Lecco_Lombardy.html,4.5,cibo economico,+393485827975,Alpe Mota - Valsassina - Prealpi Orobiche - Piani di Bobbio Piani di Bobbio ,23815, Introbio
Ristorante Trattoria Crotto ai Castagneti,https://www.tripadvisor.it/Restaurant_Review-g3346488-d2479438-Reviews-Crotto_ai_Castagneti-Pasturo_Province_of_Lecco_Lombardy.html,4.5,fascia media,+390341919934,Via Privata Castagneti 14 ,23818, Pasturo
Rifugio Antonietta,https://www.tripadvisor.it/Restaurant_Review-g3346488-d4760398-Reviews-Rifugio_Antonietta-Pasturo_Province_of_Lecco_Lombardy.html,4.0,cibo economico,+390341955462,Localita Pialeral SNC ,23818, Pasturo
Rifugio Ratti Cassin,https://www.tripadvisor.it/Restaurant_Review-g1582779-d5953301-Reviews-Rifugio_Ratti_Cassin-Barzio_Province_of_Lecco_Lombardy.html,4.0,fascia media,+390341911103,Località Piani di Bobbio,,Barzio
Agriturismo Cascina Coldognetta,https://www.tripadvisor.it/Restaurant_Review-g1582779-d2216219-Reviews-Cascina_Coldognetta-Barzio_Province_of_Lecco_Lombardy.html,4.5,fascia media,+393396042786,Via Milano 49 ,23816, Barzio
Forno Artigianale Novecento,https://www.tripadvisor.it/Restaurant_Review-g1582779-d9814334-Reviews-Forno_Artigianale_Novecento-Barzio_Province_of_Lecco_Lombardy.html,4.5,cibo economico,+390341997043,Via Francesca Manzoni 9 ,23816, Barzio
Ristorante Don Rodrigo,https://www.tripadvisor.it/Restaurant_Review-g187836-d5860314-Reviews-Ristorante_Don_Rodrigo-Lecco_Province_of_Lecco_Lombardy.html,4.5,fascia media,+393339428505,Corso Emanuele Filiberto 112 ,23900, Lecco
Ristorante Pizzeria Belvedere,https://www.tripadvisor.it/Restaurant_Review-g2299515-d4082204-Reviews-Ristorante_Pizzeria_Belvedere-Cremeno_Province_of_Lecco_Lombardy.html,3.5,fascia media,+393395340103,Via Dante Alighieri 40 Maggio fr. Cremeno ,23814, Cremeno
Agriturismo Prato Buscante,https://www.tripadvisor.it/Restaurant_Review-g1582779-d4569441-Reviews-Agriturismo_Prato_Buscante-Barzio_Province_of_Lecco_Lombardy.html,3.5,cibo economico,+390341998469,Via Fornace 5 ,23816, Barzio
Ristorante Bellano,https://www.tripadvisor.it/Restaurant_Review-g1930452-d4674795-Reviews-Ristorante_Bellano-Taceno_Province_of_Lecco_Lombardy.html,3.5,fascia media,+390341880192,Via Valsassina 5 ,23837, Taceno
Hotel Ristorante Vittoria,https://www.tripadvisor.it/Restaurant_Review-g1582779-d21225397-Reviews-Hotel_Ristorante_Vittoria-Barzio_Province_of_Lecco_Lombardy.html,5.0,,+390341996417,Via Roma,,Barzio
Shabu Lecco,https://www.tripadvisor.it/Restaurant_Review-g187836-d13297269-Reviews-Shabu_Lecco-Lecco_Province_of_Lecco_Lombardy.html,4.5,fascia media,+390341081031,Via Gorizia 5 2 Ampi Parcheggi Riservati ,23900, Lecco
Crotto Quartino - Milano -,https://www.tripadvisor.it/Restaurant_Review-g187849-d24085453-Reviews-Crotto_Quartino_Milano-Milan_Lombardy.html,4.5,fascia media,+393889031890,Via Dionigi Bussola 9 ,20143, Milano
Crotto Belvedere,https://www.tripadvisor.it/Restaurant_Review-g2308726-d1910042-Reviews-Crotto_Belvedere-Piuro_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+39034333589,Via Alla Chiesa 6 ,23020, Piuro
Biscotti di Prosto di Simonetta del Curto,https://www.tripadvisor.it/Restaurant_Review-g2308726-d17339090-Reviews-Biscotti_Di_Prosto-Piuro_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+39034332733,Via della Chiesa 3 ,23020, Piuro
Rifugio Savogno,https://www.tripadvisor.it/Restaurant_Review-g2308726-d930245-Reviews-Rifugio_Savogno-Piuro_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+393667101665,Via Nucleo Abitato di Savogno 1 ,23020, Piuro
Bar Chiosco Santa Croce,https://www.tripadvisor.it/Restaurant_Review-g23926328-d8098381-Reviews-Bar_Chiosco_Santa_Croce-Santa_Croce_Piuro_Province_of_Sondrio_Lombardy.html,4.0,cibo economico,,Via Nazionale ,23020, Santa Croce Piuro
Ristorante Crotto Ghiggi,https://www.tripadvisor.it/Restaurant_Review-g3346498-d3291957-Reviews-Ristorante_Crotto_Ghiggi-Villa_di_Chiavenna_Province_of_Sondrio_Lombardy.html,3.5,cibo economico,+393484567679,Via Pian della Cà 31 ,23029, Villa di Chiavenna
Crotto Quartino - Valchiavenna -,https://www.tripadvisor.it/Restaurant_Review-g2308726-d2289743-Reviews-Crotto_Quartino_Valchiavenna-Piuro_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+393289274345,Strada Comunale Dei Quartini 5 ,23020, Piuro
Rifugio Baita del Capriolo,https://www.tripadvisor.it/Restaurant_Review-g2308726-d6818416-Reviews-Rifugio_Baita_del_Capriolo-Piuro_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+41816671136,Val di Lei ,23020, Piuro
