titles,rating,price,comments,locations,CAP,city,lng,lat,reference,data_source,url,contact,type
Baita Al Doss,4.3,€€,(271),Caspoggio SO,,,9.87391438,46.2693901,lanzada,google,,,·  · Italiana
"Agriturismo ""Malga Ründai""",4.5,€€,(570),Chiesa in Valmalenco SO,,,9.87391438,46.2693901,lanzada,google,,,·  · Ristorante
Rifugio Carate,4.5,€€,(79),Lanzada SO,,,9.87391438,46.2693901,lanzada,google,,,·  · Ristorante
Al Frodolfo,4.4,€€,(800),Via S. Nicolò  62,,,10.41086041,46.46307994,valfurva,google,,,·  · Ristorante
Rifugio Sci 2000,4.6,€€,(597),Località Plaghera,,,10.41086041,46.46307994,valfurva,google,,,·  · Ristorante
Rifugio Stella Alpinas.r.l,4.7,price not available,(371),Località Campel  Via Forni  snc,,,10.41086041,46.46307994,valfurva,google,,,· Ristorante
Bait da Mighel,4.6,€€,(93),Sentiero Frodolfo,,,10.41086041,46.46307994,valfurva,google,,,·  · Griglia
Pizzeria La Ruota,4.3,price not available,(172),Via Plagheira  28,,,10.41086041,46.46307994,valfurva,google,,,· Pizza
Ristoro La Baita - Val Zebrù,4.2,price not available,(75),Val zebru' località Campo,,,10.41086041,46.46307994,valfurva,google,,,· Ristorante
Hotel Ristorante I Rododendri,4.3,price not available,(274),Via Sant'Antonio  2,,,10.41086041,46.46307994,valfurva,google,,,· Ristorante
Agriturismo La Casetta della Zia Edda,4.5,price not available,(384),Via Forni  29,,,10.41086041,46.46307994,valfurva,google,,,· Ristorante
Rifugio Forni,4.5,price not available,(821),Località Forni,,,10.41086041,46.46307994,valfurva,google,,,· Ristorante
Park Hotel,4.4,price not available,(133),Valfurva  Piazza Magliavaca  8,,,10.41086041,46.46307994,valfurva,google,,,· Ristorante
Hotel Sport,4.1,price not available,(221),Via Magliaga  2,,,10.41086041,46.46307994,valfurva,google,,,· Ristorante
Hotel Milano,2.9,price not available,(263),Via Frodolfo  32,,,10.41086041,46.46307994,valfurva,google,,,· Ristorante
Hotel Vedig,4.9,price not available,(346),Via Vedich  14,,,10.41086041,46.46307994,valfurva,google,,,· Ristorante
Rifugio Pizzini - CAI Milano,4.5,price not available,(337),Località Val Cedec,,,10.41086041,46.46307994,valfurva,google,,,· Ristorante
Sunny Valley,4.5,€€,(1002),Località Vallalpe 23030,,,10.41086041,46.46307994,valfurva,google,,,·  · Ristorante
Ginger Bistrot | Ristorante Vineria Bar Santa Caterina Valfurva | Servizio da Asporto (Take Away),4.8,price not available,(119),Via Santa Caterina  15,,,10.41086041,46.46307994,valfurva,google,,,· Ristorante
Hotel Residence 3 Signori - Ski & Bike Spa Resort,4.6,price not available,(807),Via Vedich  17,,,10.41086041,46.46307994,valfurva,google,,,· Hotel
Ristorante Pizzeria - La Tana,4.2,€€,(331),Via Magliaga  26,,,10.41086041,46.46307994,valfurva,google,,,·  · Ristorante
Centro La Fonte - Bar & Ristorante,4.4,€€,(234),Via Magliaga  3,,,10.41086041,46.46307994,valfurva,google,,,·  · Ristorante
Pub Black Bird,4.8,€,(69),Via Gleira  1,,,10.41086041,46.46307994,valfurva,google,,,·  · Pub
Rifugio Palù,4.2,price not available,(290),Plaghera,,,10.41086041,46.46307994,valfurva,google,,,· Rifugio di montagna
La Casera,3.5,price not available,(6),Bormio SO,,,10.41086041,46.46307994,valfurva,google,,,· Ristorante
Caffè La Fiamma,4.4,€€,(169),Via Forni  8/A,,,10.41086041,46.46307994,valfurva,google,,,·  · Bar caffè
Hotel Baita Fiorita,4.6,price not available,(140),Via Frodolfo  3,,,10.41086041,46.46307994,valfurva,google,,,· Hotel
Bar - Baita del Gelato,4.3,€€,(190),Via S. Nicolò  117,,,10.41086041,46.46307994,valfurva,google,,,·  · Gelato
Rifugio Arnaldo Berni - CAI Brescia,4.6,price not available,(356),Località Passo Del Gavia,,,10.41086041,46.46307994,valfurva,google,,,· Ristorante
Albergo Rifugio Paradiso,4.5,price not available,(455),Santa Caterina SO,,,10.41086041,46.46307994,valfurva,google,,,· Ristorante
Albergo Pedranzini,4.7,price not available,(165),Piazza Magliavaca  5,,,10.41086041,46.46307994,valfurva,google,,,· Hotel
Rifugio Campo - Val Zebrù,4.5,price not available,(131),Val Zebru'  località Campo,,,10.41086041,46.46307994,valfurva,google,,,· Ristorante
Rifugio Bonetta,3.9,price not available,(237),Passo del Gavia  SS300,,,10.41086041,46.46307994,valfurva,google,,,· Ristorante
Ristorante Vecchia Combo,4.6,€€,(1326),Bormio SO,,,10.41086041,46.46307994,valfurva,google,,,·  · Ristorante
Keller Steak House,4.3,€€,(666),Bormio SO,,,10.41086041,46.46307994,valfurva,google,,,·  · Steakhouse
Ristorante @ Hotel Rezia,3.9,price not available,(14),Bormio SO,,,10.41086041,46.46307994,valfurva,google,,,· Ristorante
Ristorante Albergo Colombo,4.5,price not available,(193),Via Don Bosco  3,,,9.86176989,46.26472617,caspoggio,google,,,· Ristorante
Zenith Chalet,4.7,price not available,(18),Caspoggio SO,,,9.86176989,46.26472617,caspoggio,google,,,· Ristorante
Bar Al Mulino di Presazzi Umberto,3.8,€,(22),Via Ezio Vanoni  1,,,9.86176989,46.26472617,caspoggio,google,,,·  · Bar
Sendy bar,4.6,price not available,(99),Località Sant'Antonio,,,9.86176989,46.26472617,caspoggio,google,,,· Bar
Willy Pub,4.4,€,(123),Via Ezio Vanoni  53,,,9.86176989,46.26472617,caspoggio,google,,,·  · Bar
Ristorante Albergo Braciasco,4.6,€€,(298),San Giuseppe SO,,,9.86176989,46.26472617,caspoggio,google,,,·  · Ristorante
Santa Lucia,4.0,€,(262),Chiesa in Valmalenco SO,,,9.86176989,46.26472617,caspoggio,google,,,·  · Pizza
Bar Stella Alpina,3.8,price not available,(33),Via Don Gatti  2,,,9.86176989,46.26472617,caspoggio,google,,,· Bar
Hotel Fior di Monte,4.4,price not available,(139),Via Pizzo Scalino  2,,,9.86176989,46.26472617,caspoggio,google,,,· Hotel
Ristorante Malenco,4.5,€€,(310),Chiesa in Valmalenco SO,,,9.86176989,46.26472617,caspoggio,google,,,·  · Italiana
K2 Hotel & Restaurant,4.4,price not available,(1031),not available,,,9.75497897,46.04394127,foppolo,google,,,· Ristorante
Ristorante Sant'Ambroeus,4.3,price not available,(181),not available,,,9.75497897,46.04394127,foppolo,google,,,· Ristorante
Rifugio Montebello - Terrazza Salomon,4.4,price not available,(678),€€,,,9.75497897,46.04394127,foppolo,google,,,·  · Ristorante
Hotel Ristorante Rododendro,4.3,price not available,(105),not available,,,9.75497897,46.04394127,foppolo,google,,,· Hotel
Hotel Des Alpes,4.5,price not available,(164),not available,,,9.75497897,46.04394127,foppolo,google,,,· Hotel
Kibo Snack Bar,3.9,price not available,(40),not available,,,9.75497897,46.04394127,foppolo,google,,,· Bar
Rifugio Mirtillo,4.3,price not available,(143),not available,,,9.75497897,46.04394127,foppolo,google,,,· Ristorante
Rifugio Dordona,4.4,price not available,(231),€,,,9.75497897,46.04394127,foppolo,google,,,·  · Ristorante
Hotel Adler,4.4,price not available,(151),not available,,,9.75497897,46.04394127,foppolo,google,,,· Hotel
Al Baitel,4.5,price not available,(2),not available,,,9.75497897,46.04394127,foppolo,google,,,· Bar
Bar Ristoro Lo Scoiattolo,4.3,price not available,(114),not available,,,9.75497897,46.04394127,foppolo,google,,,· Ristorante
Locanda Dei Cantu,4.5,price not available,(576),⋅ Apre mar alle ore 09:30,,,9.75497897,46.04394127,foppolo,google,,,· Ristorante
BAITA DEL CAMOSCIO,4.4,price not available,(695),€€,,,9.75497897,46.04394127,foppolo,google,,,·  · Cucina tradizionale
Osteria del ventitré,4.8,price not available,(10),⋅ Apre mer alle ore 07:30,,,9.74322887,46.02819671,valleve,google,,,· Ristorante
Albergo Ristorante Gran Baita,4.0,price not available,(7),not available,,,9.74322887,46.02819671,valleve,google,,,· Hotel
Rifugio Dello Scoiattolo,4.6,price not available,(120),not available,,,9.74322887,46.02819671,valleve,google,,,· Ristorante
Rifugio del Camoscio,4.7,price not available,(7),not available,,,9.74322887,46.02819671,valleve,google,,,· Ristorante
Bar La Strada Sas,4.6,price not available,(14),€,,,9.74322887,46.02819671,valleve,google,,,·  · Bar
Ristorante Sorriso cucina gourmet,4.5,€€€,(179),Via Talpino  79,,,9.75012725,45.78074838,selvino,google,,,·  · Ristorante
Il Giardino,4.2,€€,(558),Corso Monte Rosa  14,,,9.75012725,45.78074838,selvino,google,,,·  · Ristorante
Ristorante K2,4.1,€€,(353),Via Aviatico  28,,,9.75012725,45.78074838,selvino,google,,,·  · Italiana
Al Cantuccio,4.0,€€,(281),Via Vulcano  18,,,9.75012725,45.78074838,selvino,google,,,·  · Italiana
26 grani,4.4,price not available,(138),Via Monte Bianco  26,,,9.75012725,45.78074838,selvino,google,,,· Pizza
Bar Pizzeria Tennis Di Ghilardi Fabrizio,4.1,€,(448),Via Passero  16,,,9.75012725,45.78074838,selvino,google,,,·  · Pizza
Bisco's food,4.6,price not available,(159),C.so Monterosa  28,,,9.75012725,45.78074838,selvino,google,,,· Fast food
Pizzeria Mc Keown Pub Di Grigis Massimiliano,4.2,€,(242),Corso Milano  4,,,9.75012725,45.78074838,selvino,google,,,·  · Pub
Bar pizzeria Il Cappellaio Matto,4.6,price not available,(88),Corso Monte Rosa  17,,,9.75012725,45.78074838,selvino,google,,,· Pizza
Hotel Ristorante Marcellino,4.2,price not available,(294),Corso Milano  90,,,9.75012725,45.78074838,selvino,google,,,· Hotel
Il Baretto di Selvino,4.6,€€,(313),Via Monte Alben  15,,,9.75012725,45.78074838,selvino,google,,,·  · Bar
La Conca Del Monte Purito,4.5,price not available,(8),Corso Monte Rosa,,,9.75012725,45.78074838,selvino,google,,,· Bar
Ristorante Elvezia,5.0,price not available,(1),Via Usignolo  2,,,9.75012725,45.78074838,selvino,google,,,· Ristorante
Tiraboschi Alessandro,3.5,price not available,(2),Corso Monte Rosa  48,,,9.75012725,45.78074838,selvino,google,,,· Bar
T'Ami Hotel Resort Spa,4.2,price not available,(203),Via Monte Purito  3,,,9.75012725,45.78074838,selvino,google,,,· Albergo benessere
Al Mond Vei,4.6,€€,(637),Via Bondi  412,,,10.13481042,46.53867334,livigno,google,,,·  · Ristorante
Ristorante La Scala,4.2,€€,(345),Via Fontana  177,,,10.13481042,46.53867334,livigno,google,,,·  · Ristorante
Ristorante Pizzeria La Mirage,4.5,€€,(1413),Via Plan  201,,,10.13481042,46.53867334,livigno,google,,,·  · Pizza
Bait dal Ghet,4.6,€,(3680),Via Plan  369,,,10.13481042,46.53867334,livigno,google,,,·  · Pizza
Fresco - Bistrot e Pizza,4.7,€€,(191),Via Saroch  35,,,10.13481042,46.53867334,livigno,google,,,·  · Ristorante
Ristorante Centro’s,4.4,€€,(83),Via Sant'Antoni  126,,,10.13481042,46.53867334,livigno,google,,,·  · Ristorante
Ristorante Posta,4.3,price not available,(31),Via Plaza dal Comun  67,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Tagliede,4.2,€€,(703),Via Ostaria  79,,,10.13481042,46.53867334,livigno,google,,,·  · Italiana
Ristorante Pizzeria La Grolla,3.9,€€,(2807),Via Plan  307,,,10.13481042,46.53867334,livigno,google,,,·  · Ristorante
Ristorante Ca'Noa,4.4,€€,(955),Via Fontana  221,,,10.13481042,46.53867334,livigno,google,,,·  · Pizza
Ristorante Astoria,4.5,price not available,(112),Via Saroch  1116,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Al Peršéf,4.8,price not available,(80),Via Saroch  1272,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Bivio Bistrot & Restaurant,4.4,€€,(2551),Via Plan  422,,,10.13481042,46.53867334,livigno,google,,,·  · Italiana
Ristorante Alegra,4.0,price not available,(7),Via Saroch  1274c,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Ristorante Garden,3.7,price not available,(190),Via Bondi,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Mota Bistrot & Restaurant,4.0,price not available,(96),Via Ostaria  11,,,10.13481042,46.53867334,livigno,google,,,· Bistrò
Bellavita,4.7,€€,(131),Via Ostaria  135,,,10.13481042,46.53867334,livigno,google,,,·  · Italiana
La Rusticana,4.5,€€,(927),Via Olta  37/e,,,10.13481042,46.53867334,livigno,google,,,·  · Pizza
Valtellina Livigno - Hotel - Ristorante - Steakhouse,4.6,price not available,(441),Via Saroch  350,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Ristorante Bar Grill Centrale,4.2,price not available,(58),Via Plan  273,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
La Locanda,4.4,€€,(658),Via Canton  5,,,10.13481042,46.53867334,livigno,google,,,·  · Pizza
Ristorante Pizzeria Amerikan,4.6,price not available,(32),Via Florin  93,,,10.13481042,46.53867334,livigno,google,,,· Italiana
Ristorante Bar La Baita,1.0,price not available,(1),Via Bondi  98/102,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Ristorante Bar La Bastiana,4.3,price not available,(33),Via Florin  614,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Touring,3.9,€€,(301),Via Plan  99,,,10.13481042,46.53867334,livigno,google,,,·  · Pizza
Kosmo Taste the Mountain,4.3,€€,(590),Via Bondi  473a,,,10.13481042,46.53867334,livigno,google,,,·  · Ristorante
Mauri's Hamburgheria,4.6,€,(1053),Via Ostaria  406,,,10.13481042,46.53867334,livigno,google,,,·  · Hamburger
Ristorante Pizzeria Bar Galli's,3.6,price not available,(246),Via Fontana  206,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Steak House,4.5,€€,(67),Via Saroch,,,10.13481042,46.53867334,livigno,google,,,·  · Ristorante
Roxy,4.3,€€,(684),Via Ostaria  381,,,10.13481042,46.53867334,livigno,google,,,·  · Pizza
Il Gufo,4.5,€€,(580),Via dala Gesa  580b,,,10.13481042,46.53867334,livigno,google,,,·  · Pizza
Ristorante Alba,not available,price not available,not available,Via Saroch  948,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Hotel Ristorante Pizzeria La Pastorella,4.4,price not available,(1275),Via Plan  330,,,10.13481042,46.53867334,livigno,google,,,· Hotel
Real Pemont,4.6,€€,(390),Via Pemont,,,10.13481042,46.53867334,livigno,google,,,·  · Pizza
Stua Noa Fine Dining,4.0,price not available,(3),Via Pontiglia  39,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Mario's,4.1,€€,(314),Via Rin  380N,,,10.13481042,46.53867334,livigno,google,,,·  · Italiana
Concordia Restaurant,4.4,price not available,(165),Accesso da  Via Plan  114  Via Pontiglia  39,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
straPIZZAmi,4.5,price not available,(269),Via Saroch  260,,,10.13481042,46.53867334,livigno,google,,,· Pizza
Trattoria e Hotel Carpe Diem,4.4,price not available,(421),Via Plan  347/F,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
La Montanella,3.0,price not available,(25),Via Saroch  898,,,10.13481042,46.53867334,livigno,google,,,· Fast food
La Nostra Spaghetteria,4.2,price not available,(18),Via Bondi  98/102,,,10.13481042,46.53867334,livigno,google,,,· Italiana
Sushi Restaurant,4.7,price not available,(30),Via Botarel  40,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
BaRin,4.8,€€,(81),Via Rin  84,,,10.13481042,46.53867334,livigno,google,,,·  · Bar
David's Après Ski,4.7,price not available,(122),Via Domenion  221/A,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Mister Pizza,4.5,€,(243),Via dala Gesa  510,,,10.13481042,46.53867334,livigno,google,,,·  · Pizza
Birrificio 1816,4.3,€€,(3334),Via Pontiglia  37,,,10.13481042,46.53867334,livigno,google,,,·  · Birrificio
Musta pizza & kebab,4.8,price not available,(42),Via Prestefan,,,10.13481042,46.53867334,livigno,google,,,· Pizza
Hotel Cristallo Livigno,4.6,price not available,(329),Via Rin  232,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Hotel Larice,4.7,price not available,(241),Via Botarel  40,,,10.13481042,46.53867334,livigno,google,,,· Hotel
Hotel Alpina,4.2,price not available,(1402),Via Bondi  15,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Tea Al Planel,4.5,€€,(180),Via Parè,,,10.13481042,46.53867334,livigno,google,,,·  · Ristorante
Berghutte,4.4,€€,(205),Livigno SO,,,10.13481042,46.53867334,livigno,google,,,·  · Ristorante
Bar The King Livigno,4.6,€,(422),Via Piceir  67,,,10.13481042,46.53867334,livigno,google,,,·  · Bar
La Tana del Gatto,4.5,price not available,(121),Via Chestèl,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Hotel La Montanina,4.4,price not available,(376),Via Pontiglia  149,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Sushi Bar Restaurant Al Larice,not available,price not available,not available,Via Ostaria  172,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Via Vai Livigno,4.4,price not available,(695),Via Ostaria  47,,,10.13481042,46.53867334,livigno,google,,,· Appartamenti
Hotel Compagnoni,4.3,price not available,(1071),Via Plaza dal Comun  3,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Hotel La Baita,4.2,price not available,(399),Via Bondi  98/102,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Baita Berghütte,4.6,price not available,(54),G4VH+WP,,,10.13481042,46.53867334,livigno,google,,,· Per famiglie
Albergo San Rocco,4.4,price not available,(275),Via Saroch  Contrada Saroch  782,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Hotel Cervo,4.5,price not available,(937),Via Sant'Antoni  66,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Ristorante Pizzeria Baita Veglia,4.3,price not available,(264),Livigno  Via Palipert  18,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Hotel Sporting,4.9,price not available,(410),Via Saroch  1272,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Paprikalivigno,4.3,price not available,(599),Via Plan  259,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Ristorante La Pòsa,4.7,price not available,(433),Via Taglieda  58,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Risto-Pasta Bar Dosdè,4.4,€€,(924),Via Ostaria  209,,,10.13481042,46.53867334,livigno,google,,,·  · Ristorante
Bellavista,4.5,€€,(2112),Via Saroch  425,,,10.13481042,46.53867334,livigno,google,,,·  · Ristorante
Mota Hotel,4.6,price not available,(782),Via Ostaria  11,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Ristoro Val Alpisella,4.5,€€,(2134),Via Restel  2373,,,10.13481042,46.53867334,livigno,google,,,·  · Ristorante
WhyNot? Livigno,4.6,€€,(1324),Via Botarel  33,,,10.13481042,46.53867334,livigno,google,,,·  · Hamburger
Tea Borch,4.5,price not available,(203),Via Tea dal Pel,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Gatto Nero,4.2,€,(329),SS301  6083,,,10.13481042,46.53867334,livigno,google,,,·  · Italiana
Hotel Posta,4.2,price not available,(402),Via Plaza dal Comun  67,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Tipo coffee & more,4.7,price not available,(97),Via Prestefan,,,10.13481042,46.53867334,livigno,google,,,· Caffetteria
Stalet,4.4,€€,(411),Via Saroch  1242/E,,,10.13481042,46.53867334,livigno,google,,,·  · Ristorante
Covo - Ristorante Pizzeria,4.4,price not available,(12),Via Fontana,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Stua da Legn Restaurant,4.1,price not available,(16),Via Saroch  496/D,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Il Dopolavoro,4.2,price not available,(137),Via Pienz  19,,,10.13481042,46.53867334,livigno,google,,,· Bar caffè
Albergo Pontiglia,4.3,price not available,(310),Via Pontiglia  578,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Mont Chalet Nevada Hotel & SPA,4.4,price not available,(270),Via Saroch  35,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Arimo Livigno,4.8,price not available,(125),Via Saroch  785,,,10.13481042,46.53867334,livigno,google,,,· Bar
Luciano’s Restaurant,3.7,price not available,(3),G5H7+39,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Hotel Ristorante Camana Veglia,4.7,price not available,(234),Via Ostaria  583,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Hotel Margherita,4.5,price not available,(813),Via Teola  65,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Engadina Bar & Caffetteria,4.4,€€,(660),Via dala Gesa  473,,,10.13481042,46.53867334,livigno,google,,,·  · Bar
Ristoro Scialket,4.6,€€,(294),Via Chestèl,,,10.13481042,46.53867334,livigno,google,,,·  · Ristorante
Ermellino Rustic Restaurant,4.6,€€,(307),Passo Eira  SS301  6073,,,10.13481042,46.53867334,livigno,google,,,·  · Ristorante
La Pernice Di Rodigari Diego Luigi,4.7,€€,(677),Via Presot  321,,,10.13481042,46.53867334,livigno,google,,,·  · Ristorante
Al Baitin Da Giordano,not available,price not available,not available,Via Pemont,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Bivio Hotel Plaza,4.6,price not available,(1122),Via Plan  422,,,10.13481042,46.53867334,livigno,google,,,· Hotel
Alibi Cafe',4.2,€€,(319),Via Sant'Antoni  130,,,10.13481042,46.53867334,livigno,google,,,·  · Bar caffè
Hotel Bucaneve,4.4,price not available,(415),SS301  194,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Pasticceria Goloseria Galli,4.2,€€,(218),Via Bondi  487,,,10.13481042,46.53867334,livigno,google,,,·  · Pasticceria
CAMPO BASE 1816,4.2,€€,(119),Via Pemont  808,,,10.13481042,46.53867334,livigno,google,,,·  · Ristorante
Fior di bosco,4.2,price not available,(12),Via Freita  1348,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
RISTORANTE CAMANA VEGLIA,5.0,price not available,(1),Via Ostaria  583,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Hotel Angelica,4.3,price not available,(771),Via Crosal  54,,,10.13481042,46.53867334,livigno,google,,,· Hotel
Marcos Pub & Bistot,4.5,€€,(1151),Via Saroch  591,,,10.13481042,46.53867334,livigno,google,,,·  · Pub
La Calcheira,4.7,€€,(2058),Via Fedaria  61/a,,,10.13481042,46.53867334,livigno,google,,,·  · Ristorante
Caffe Mokino,4.2,price not available,(128),Via Ostaria  489,,,10.13481042,46.53867334,livigno,google,,,· Caffè
Alpino Lodge Bivio,4.5,price not available,(952),Via  SS301,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Hotel Amerikan,4.4,price not available,(683),Via Florin  77/93,,,10.13481042,46.53867334,livigno,google,,,· Hotel
Agriturismo Fontanella,4.6,price not available,(322),Via Palipert  421 D,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Bait dai Bernardegh,5.0,price not available,(1),Livigno SO,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
Cusini.com Livigno Experience,4.4,price not available,(1407),Via Plan  363,,,10.13481042,46.53867334,livigno,google,,,· Ristorante
La Tea Cip & Ciop,4.7,€€,(664),Via Tea dal Pel,,,10.13481042,46.53867334,livigno,google,,,·  · Ristorante
Hotel Helvetia,3.8,price not available,(713),Via Plan  415,,,10.13481042,46.53867334,livigno,google,,,· Hotel
Costaccia,4.4,€€,(3231),Via Ostaria  79/C Località Costaccia,,,10.13481042,46.53867334,livigno,google,,,·  · Italiana
Agriturismo Alpe Mine - Livigno,4.5,€€,(375),Valle Delle Mine,,,10.13481042,46.53867334,livigno,google,,,·  · Ristorante
Hotel Livigno,4.4,price not available,(231),Via Ostaria  573,,,10.13481042,46.53867334,livigno,google,,,· Albergo benessere
Ristorante bar Derby,4.3,€,(259),Via Vittorio Veneto  25,,,9.98981791,45.88091617,songavazzo,google,,,·  · Ristorante
Errante del gusto,5.0,price not available,(10),Via Roma  9,,,9.98981791,45.88091617,songavazzo,google,,,· Cibo salutare
Pizzicotti,4.5,€,(93),Cerete BG,,,9.98981791,45.88091617,songavazzo,google,,,·  · Pizza
Ristorante Pizzeria Vittoria da Tiziano e Marika,4.4,€€,(116),Rovetta BG,,,9.98981791,45.88091617,songavazzo,google,,,·  · Ristorante
Ristorante La Sosta,4.5,price not available,(146),not available,,,9.78549341,46.02183878,carona,google,,,· Ristorante
Ristorante Posta,4.4,€€,(183),Lugano  Svizzera,,,9.78549341,46.02183878,carona,google,,,·  · Ristorante
Ristorante San Grato,4.3,€€,(94),Lugano  Svizzera,,,9.78549341,46.02183878,carona,google,,,·  · Ristorante
Grotto Pan Perdü,4.1,€€,(100),Lugano  Svizzera,,,9.78549341,46.02183878,carona,google,,,·  · Ristorante
Albergo Carona,4.0,price not available,(104),Carona BG,,,9.78549341,46.02183878,carona,google,,,· Ristorante
Giovanni Albisetti,not available,price not available,not available,Lugano  Svizzera,,,9.78549341,46.02183878,carona,google,,,· Ristorante
Osteria Ciona,3.0,price not available,(2),Grancia  Svizzera,,,9.78549341,46.02183878,carona,google,,,· Ristorante
Edelweiss 2.0_Carona,4.7,price not available,(112),Carona BG,,,9.78549341,46.02183878,carona,google,,,· Gelato
Osteria Calprino,4.6,€€,(180),Paradiso  Svizzera,,,9.78549341,46.02183878,carona,google,,,·  · Cucina tradizionale
"Ristorante POSTA di Parini, Parini e Cassina",3.0,price not available,(2),Lugano  Svizzera,,,9.78549341,46.02183878,carona,google,,,· Ristorante
Pizzeria Stella Alpina Di Vanini Celestina,4.3,price not available,(34),Carona BG,,,9.78549341,46.02183878,carona,google,,,· Pizza
QuaterPis,4.4,€€,(381),Via Placido Piantoni  13,,,10.08572191,45.97390225,colere,google,,,·  · Ristorante
Bucaneve,4.7,€€,(238),Via Tortola  14,,,10.08572191,45.97390225,colere,google,,,·  · Pizza
Nevada,4.5,€€,(198),Via Carbonera  31A,,,10.08572191,45.97390225,colere,google,,,·  · Pizza
BLU BAR,4.2,€,(94),Via Tortola  28,,,10.08572191,45.97390225,colere,google,,,·  · Bar
UL BARACHI di Silvy Lazzaroni,4.4,€,(76),Via Asline,,,10.08572191,45.97390225,colere,google,,,·  · Bar
Baita Cima Bianca,4.1,€€,(94),Colere BG,,,10.08572191,45.97390225,colere,google,,,·  · Ristorante
Rifugio Chalet Plan del Sole,4.1,price not available,(263),Via Malga  Polzone - Cima Bianca,,,10.08572191,45.97390225,colere,google,,,· Ristorante
Bar Cimaverde,4.4,€,(90),Via Tortola  11,,,10.08572191,45.97390225,colere,google,,,·  · Bar
La Vecchia Cantoniera,4.6,price not available,(97),Via Cantoniera  7,,,10.08572191,45.97390225,colere,google,,,· Ristorante
Agriturismo Baita de l'All - Ristorante,4.9,price not available,(110),not available,,,10.29680566,46.48933294,valdidentro,google,,,· Ristorante
Ristorante Cima Piazzi,4.7,price not available,(15),not available,,,10.29680566,46.48933294,valdidentro,google,,,· Ristorante
Agriturismo Ristorante Raethia,4.3,price not available,(227),not available,,,10.29680566,46.48933294,valdidentro,google,,,· Ristorante
Rifugio Ristoro Monte Scale Valdidentro,4.3,price not available,(421),⋅ Apre mar alle ore 09,,,10.29680566,46.48933294,valdidentro,google,,,· Ristorante
Agriturismo Baita de l'All,4.8,price not available,(398),not available,,,10.29680566,46.48933294,valdidentro,google,,,· Agriturismo
Rifugio Ristoro Val Fraele,3.9,price not available,(265),€€,,,10.29680566,46.48933294,valdidentro,google,,,·  · Ristorante
La Baita,4.0,price not available,(66),not available,,,10.29680566,46.48933294,valdidentro,google,,,· Ristorante
Ristorante Pizzeria Miravalle,4.7,price not available,(36),not available,,,10.29680566,46.48933294,valdidentro,google,,,· Pizza
Mamafranca,4.4,price not available,(277),€€,,,10.29680566,46.48933294,valdidentro,google,,,·  · Americana
L'involt,4.7,price not available,(334),€,,,10.29680566,46.48933294,valdidentro,google,,,·  · Pizza
