nome,booking_link,indirizzo,rating,n_reviews,staff,servizi,pulizia,comfort,rapporto qualità prezzo,posizione,wifi gratuito,comune,stato,CAP,first_word_number,info_indirizzo,località
Hotel Adamello,https://www.booking.com/hotel/it/adamello-temu.it.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF90ZW11SBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKkwYukBsACAdICJDEyZTAzOWNkLTJhMmUtNDIxNS1hODE2LWJhODA3NGJmOGNlONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=38&sr_order=popularity&srpvid=3e1e3a925b2e0255&srepoch=1686298800&from=searchresults#hotelTmpl,via roma 45,"7,8",31 recensioni,"9,0","8,0","8,9","8,3","7,8","8,7",,Temù,Italia,25050.0,False,,
Casa Torrazzo,https://www.booking.com/hotel/it/casa-torrazzo.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9waXNvZ25lSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKDtYukBsACAdICJDQxNjMwZGFiLTMyZTUtNDE0OS05NjA5LTQxMjAxZDdlMzkzOdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&srpvid=bddc37813cde0420&srepoch=1686297231&from=searchresults#hotelTmpl,via torrazzo 13,"8,7",13 recensioni,"9,1","8,8","9,0","8,3","8,7","9,6","5,0",Pisogne,Italia,25055.0,False,,
Solimmo,https://www.booking.com/hotel/it/solimmo.it.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF90ZW11SBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKkwYukBsACAdICJDEyZTAzOWNkLTJhMmUtNDIxNS1hODE2LWJhODA3NGJmOGNlONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&srpvid=3e1e3a925b2e0255&srepoch=1686298800&from=searchresults#hotelTmpl,Via Roma 3,"8,4",7 recensioni,"8,6","8,2","9,3","8,9","7,9","8,9",,Temù,Italia,25050.0,True,,
Il Cervo Mountain Apartment,https://www.booking.com/hotel/it/appartamento-il-cervo.it.html?aid=304142&label=gen173nr-1FCAQoggJCE3NlYXJjaF9jYW1wb2RvbGNpbm9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AtG_i6QGwAIB0gIkMDA5NmM1YzktOWZiMy00MmY2LTljMjMtYTljZjYxZDEzNjVl2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=44673a28ca3b0198&srepoch=1686298578&from=searchresults#hotelTmpl,Via Corti 81,"9,5",23 recensioni,"9,9","9,7","9,9","9,9","9,2","9,7",10,Campodolcino,Italia,23021.0,True,,
Chalet Ronchi - Foppolo Ski,https://www.booking.com/hotel/it/chalet-ronchi.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9mb3Bwb2xvSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKKxYukBsACAdICJDIzNzVkNjdkLWNkMmItNDYyMi04MzUzLWRhNDU0ZjY2ZWEwYtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=8a293b85c6d00193&srepoch=1686299275&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via magri chalet ronchi,"9,1",65 recensioni,"9,1","9,0","9,4","9,5","8,7","9,5","6,7",Foppolo,Italia,24010.0,False,,
Albergo Morandi,https://www.booking.com/hotel/it/albergo-morandi-fiumenero.it.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF92YWxib25kaW9uZUgUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gCmrSLpAbAAgHSAiRhOGZmMTViMy1lNzJkLTQzNzAtYWE2OC00Njg3ZTUxNGVhOWTYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=96d8374cab030054&srepoch=1686297115&from=searchresults#hotelTmpl,via dante 19,"8,9",183 recensioni,"9,5","8,8","9,3","9,2","9,0","8,7","6,8",Valbondione,Italia,24020.0,False,,
* La Rouge*,https://www.booking.com/hotel/it/la-rouge-mandolossa.it.html?aid=304142&label=gen173nr-1FCAQoggJCFHNlYXJjaF9jb3J0ZW5vIGdvbGdpSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALfvoukBsACAdICJDNkNTdmZjc1LTg4OGEtNDg2OS04MTA1LWNjMDA1ZDBhMGE4MtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=9d2339ef0b6401ff&srepoch=1686298464&from=searchresults#hotelTmpl,via biorca 6,"7,0",3 recensioni,"8,3","5,8","8,3","7,5","7,5","7,5",,Corteno Golgi,Italia,25064.0,False,,
Chalet Nada,https://www.booking.com/hotel/it/chalet-nada.it.html?label=gen173nr-1FCAQoggJCDnNlYXJjaF9saXZpZ25vSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKk0oukBsACAdICJGQ5OWQ0Yjk5LWI4ZDItNGIxZS1iMGRlLTIxMTU0M2U5NTA0NdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=788&sr_order=popularity&srpvid=68053ef4348a039b&srepoch=1686301159&from=searchresults#hotelTmpl,via vinecc 390b,"9,5",10 recensioni,"9,8","9,8",10,"9,8","9,3","9,3",10,Livigno,Italia,23041.0,False,,
Residence Adamello Resort,https://www.booking.com/hotel/it/residence-adamello-resort-ponte-di-legno.it.html?aid=304142&label=gen173nr-1FCAQoggJCFXNlYXJjaF9wb250ZSBkaSBsZWdub0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC7PeLpAbAAgHSAiQxNzVkZjU5Ny00MmZkLTQ4NmMtOTFhOC1lODg3ODAxMTFjNGXYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=c31548362a3a0413&srepoch=1686305774&from=searchresults#hotelTmpl,via nazionale 2,"8,1",277 recensioni,"8,6","8,2","8,8","8,7","7,8","9,0","7,8",Ponte di Legno,Italia,25056.0,False,,
Sci Sport rooms & suites,https://www.booking.com/hotel/it/sci-sport-rooms-amp-suites.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9ib3JtaW9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AsHHi6QGwAIB0gIkMDQ3ZGQ3NTktMjk4Yy00ODRiLWIwNjctMGQ4NzI5YWYxZDUw2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=c2c53c20d2460146&srepoch=1686299587&from=searchresults#hotelTmpl,via luigi credaro 3,"9,3",114 recensioni,"9,7","9,2","9,7","9,8","9,0","9,7","9,6",Bormio,Italia,23032.0,False,,
Taulain Gotrosio,https://www.booking.com/hotel/it/taulain-gotrosio.it.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF92YWxkaXNvdHRvSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAK7qoukBsACAdICJGRkOTQxYWMxLWY2NjMtNGE1ZS04NTViLTA3ZWU3ZmZhNTI2ZtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=42&sr_order=popularity&srpvid=5f4c34dd0c7d0002&srepoch=1686295880&from=searchresults#hotelTmpl,via gotrosio 2c,"8,8",6 recensioni,"9,6","9,2","9,6","9,2","9,2","9,6",,Valdisotto,Italia,23030.0,False,,
Grande casa di famiglia,https://www.booking.com/hotel/it/grande-casa-di-famiglia.it.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF90ZW11SBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKkwYukBsACAdICJDEyZTAzOWNkLTJhMmUtNDIxNS1hODE2LWJhODA3NGJmOGNlONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=3e1e3a925b2e0255&srepoch=1686298789&from=searchresults#hotelTmpl,via roma,"8,1",21 recensioni,"8,9","7,7","7,6","8,0","8,7","9,0",,Temù,Italia,25050.0,False,,
Ridge Line,https://www.booking.com/hotel/it/la-grotta-ponte-di-legno.it.html?aid=304142&label=gen173nr-1FCAQoggJCFXNlYXJjaF9wb250ZSBkaSBsZWdub0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC7PeLpAbAAgHSAiQxNzVkZjU5Ny00MmZkLTQ4NmMtOTFhOC1lODg3ODAxMTFjNGXYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=86&sr_order=popularity&srpvid=c31548362a3a0413&srepoch=1686305800&from=searchresults#hotelTmpl,via calvi 41,"7,3",11 recensioni,"9,1","6,4","7,3","7,0","7,3","9,1",10,Ponte di Legno,Italia,25056.0,False,,
Casa Tovini,https://www.booking.com/hotel/it/casa-tovini.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9waXNvZ25lSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKDtYukBsACAdICJDQxNjMwZGFiLTMyZTUtNDE0OS05NjA5LTQxMjAxZDdlMzkzOdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=bddc37813cde0420&srepoch=1686297220&from=searchresults#hotelTmpl,via giuseppe tovini 16,10,5 recensioni,10,10,10,10,"9,5","9,0",,Pisogne,Italia,25055.0,False,,
Lanzada 2,https://www.booking.com/hotel/it/lanzada-2.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9sYW56YWRhSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAL7wIukBsACAdICJGQ4ZjdiYzhkLTY0ZjgtNGEwMC04YTYxLTI0ZmYwNWUzZmYzYdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=b4103a7d2f040293&srepoch=1686298748&from=searchresults#hotelTmpl,via moizi 250,"8,0",1 recensione,"7,5","7,5","7,5","7,5","7,5","7,5",,Lanzada,Italia,23020.0,False,,
Attic family apartment in center of Moggio,https://www.booking.com/hotel/it/attic-family-apartment-in-center-of-moggio.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9tb2dnaW9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AoG_i6QGwAIB0gIkOWZmOWEzNjUtZDhmMy00MGZkLTk0YTUtYzQyMGFlZjIyMWZk2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=58243a00068a014e&srepoch=1686298498&from=searchresults#hotelTmpl,Via Don Paolo Mariani 14,,,,,,,,,,Moggio,Italia,23817.0,True,,
Casa Camino - 50m dagli impianti del Baradello,https://www.booking.com/hotel/it/casa-camino-aprica-a-50m-dagli-impianti.it.html?aid=304142&label=gen173nr-1FCAQoggJCFHNlYXJjaF9jb3J0ZW5vIGdvbGdpSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALfvoukBsACAdICJDNkNTdmZjc1LTg4OGEtNDg2OS04MTA1LWNjMDA1ZDBhMGE4MtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=9d2339ef0b6401ff&srepoch=1686298464&from=searchresults#hotelTmpl,Via Valeriana 266,"8,5",4 recensioni,"9,4","8,8","9,2","8,8","9,2","9,2",,Corteno Golgi,Italia,25040.0,True,,
Albergo Legazzuolo Montecampione,https://www.booking.com/hotel/it/albergo-legazzuolo.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9hcnRvZ25lSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALurYukBsACAdICJDA3YjZkZmI5LWEyZWQtNGRkZi1hOGE2LTY4NTI0NDZjOGJiMdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=4c4135b7fbe80092&srepoch=1686296304&from=searchresults#hotelTmpl,via legazzuolo di montecampione 1,"8,0",20 recensioni,"9,0","8,3","8,7","8,8","7,9","8,7",,Artogne,Italia,25040.0,False,,
Appartamento Alla Fonte,https://www.booking.com/hotel/it/appartamento-alla-fonte.it.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9tYWRlc2ltb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC67KLpAbAAgHSAiQ0ODlmNjVkMy0wYmNkLTRiODMtYjk1OS1jNzVkODUzOTdjOTPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=3f0236f502a2011f&srepoch=1686296941&from=searchresults#hotelTmpl,via alla fonte sondrio,"9,0",30 recensioni,"9,2","8,9","9,7","9,4","9,2","9,8",,Madesimo,Italia,23024.0,False,,
CASA DELLE API,https://www.booking.com/hotel/it/casa-delle-api-pisogne.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9waXNvZ25lSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKDtYukBsACAdICJDQxNjMwZGFiLTMyZTUtNDE0OS05NjA5LTQxMjAxZDdlMzkzOdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=bddc37813cde0420&srepoch=1686297220&from=searchresults#hotelTmpl,,"9,6",92 recensioni,"9,9","9,6","9,8","9,6","9,5","9,2",10,Pisogne,Italia,25055.0,False,, sonvico inferiore
Hotel Gembro,https://www.booking.com/hotel/it/gembro.it.html?aid=304142&label=gen173nr-1FCAQoggJCG3NlYXJjaF9jaGllc2EgaW4gdmFsbWFsZW5jb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gCrvyLpAbAAgHSAiRkM2U1ZGZhMC0wNThjLTQ2MzQtOWM5ZC0yMmY3NmRmNTk0MjnYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=bb1b49576ad4010f&srepoch=1686306352&from=searchresults#hotelTmpl,,"8,4",87 recensioni,"8,4","8,4","9,0","8,8","8,5","9,2","7,0",Chiesa in Valmalenco,Italia,23023.0,False,, pian del lupo
Casa Poni,https://www.booking.com/hotel/it/casa-poni.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9waXNvZ25lSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKDtYukBsACAdICJDQxNjMwZGFiLTMyZTUtNDE0OS05NjA5LTQxMjAxZDdlMzkzOdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=bddc37813cde0420&srepoch=1686297220&from=searchresults#hotelTmpl,via papa giovanni xxlll 12,"9,3",13 recensioni,10,"8,8","9,2","9,2","9,4","9,2",,Pisogne,Italia,25055.0,False,,
Chalet Presanella,https://www.booking.com/hotel/it/camping-chalet-presanella.it.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF90ZW11SBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKkwYukBsACAdICJDEyZTAzOWNkLTJhMmUtNDIxNS1hODE2LWJhODA3NGJmOGNlONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=3e1e3a925b2e0255&srepoch=1686298789&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via cavaione di dentro 9,"8,7",73 recensioni,"9,4","9,0","9,2","9,1","8,6","9,4","9,4",Temù,Italia,25050.0,False,,
Hotel Sciatori,https://www.booking.com/hotel/it/sciatori-tema1.it.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF90ZW11SBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKkwYukBsACAdICJDEyZTAzOWNkLTJhMmUtNDIxNS1hODE2LWJhODA3NGJmOGNlONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=3e1e3a925b2e0255&srepoch=1686298789&from=searchresults#hotelTmpl,via roma 77,"7,7",92 recensioni,"8,8","7,8","8,1","8,1","7,5","8,8","7,5",Temù,Italia,25050.0,False,,
Casa Clef,https://www.booking.com/hotel/it/casa-clef.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcHJpY2FIFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AqSwi6QGwAIB0gIkODYyNDI3NTQtZDJlNi00NDIzLTk2MWYtODUxZGU2MTg4Zjlj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=52&sr_order=popularity&srpvid=8a7b3652953c0319&srepoch=1686296630&from=searchresults#hotelTmpl,Via Clef 43,"9,0",33 recensioni,"9,4","9,2","9,7","9,4","9,1","8,9",,Aprica,Italia,23031.0,True,,
B & B Le Riue,https://www.booking.com/hotel/it/b-amp-b-le-riue.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcHJpY2FIFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AqSwi6QGwAIB0gIkODYyNDI3NTQtZDJlNi00NDIzLTk2MWYtODUxZGU2MTg4Zjlj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=8a7b3652953c0319&srepoch=1686296613&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Via Orobia 1,"9,2",101 recensioni,"9,8","9,6","9,8","9,5","9,0","9,0","9,4",Aprica,Italia,23031.0,True,,
Chalet Bornhome CIR O17022,https://www.booking.com/hotel/it/bornhome.it.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9ib3Jub0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC4LaLpAbAAgHSAiQ5MDQ2ZTFmZC1mOWUxLTQwYzItOGU1OC0yMjgxMTM1MDJkNWPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=b9d037f03684025c&srepoch=1686297441&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via funivia 19,10,6 recensioni,10,"9,6","9,6",10,"9,2","9,2",,Borno,Italia,25042.0,False,,
Baita del Canton,https://www.booking.com/hotel/it/baita-del-canton.it.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF92YWxkaWRlbnRyb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC9P6LpAbAAgHSAiQ0MjBkOGNlOC00OTJhLTRlZGItYjI3YS1mZmRjYjZjZjc2YTnYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=a2bb49faef6901c7&srepoch=1686306678&from=searchresults#hotelTmpl,via dell'asilo 2,"8,7",44 recensioni,"8,9","8,5","9,1","9,1","9,3","9,2","5,0",Valdidentro,Italia,23038.0,False,,
“C’era una volta”,https://www.booking.com/hotel/it/c-era-una-volta-campodolcino.it.html?aid=304142&label=gen173nr-1FCAQoggJCE3NlYXJjaF9jYW1wb2RvbGNpbm9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AtG_i6QGwAIB0gIkMDA5NmM1YzktOWZiMy00MmY2LTljMjMtYTljZjYxZDEzNjVl2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=44673a28ca3b0198&srepoch=1686298578&from=searchresults#hotelTmpl,Via Corti 14,"9,7",3 recensioni,10,10,10,10,"9,2",10,,Campodolcino,Italia,23021.0,True,,
Baita Canton,https://www.booking.com/hotel/it/baita-canton.it.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF92YWxmdXJ2YUgUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gCjMOLpAbAAgHSAiQzZTVlMGEyNS1iODM3LTQzOTYtYTAwNy02ZTM1MDUxNDRlY2TYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=c0883b06c41d000e&srepoch=1686299021&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via mila 11,"9,2",32 recensioni,"9,8","9,3","9,5","9,3","8,9","9,1","8,3",Valfurva,Italia,23030.0,False,,
SchilpHOUSE Appartamento Vacanze,https://www.booking.com/hotel/it/happy-appartamento-vacanze.it.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zY2hpbHBhcmlvSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKiv4ukBsACAdICJDU4ZDcxNGM5LTg4NzktNDZmNy04YWM5LTJkMmJhZDZiMWFkM9gCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=d62b3a11751c0149&srepoch=1686298531&from=searchresults#hotelTmpl,Via Torri 33,,,,,,,,,,Schilpario,Italia,24020.0,True,,
Appartamento Castellaccio,https://www.booking.com/hotel/it/appartamento-castellaccio.it.html?aid=304142&label=gen173nr-1FCAQoggJCFXNlYXJjaF9wb250ZSBkaSBsZWdub0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC7PeLpAbAAgHSAiQxNzVkZjU5Ny00MmZkLTQ4NmMtOTFhOC1lODg3ODAxMTFjNGXYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=78&sr_order=popularity&srpvid=c31548362a3a0413&srepoch=1686305800&from=searchresults#hotelTmpl,Via Castello 1,"9,8",6 recensioni,10,10,10,10,10,"9,6",,Ponte di Legno,Italia,25056.0,True,,
Il Rododendro,https://www.booking.com/hotel/it/il-rododendro.it.html?aid=304142&label=gen173nr-1FCAQoggJCFXNlYXJjaF9wb250ZSBkaSBsZWdub0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC7PeLpAbAAgHSAiQxNzVkZjU5Ny00MmZkLTQ4NmMtOTFhOC1lODg3ODAxMTFjNGXYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=81&sr_order=popularity&srpvid=c31548362a3a0413&srepoch=1686305800&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via giuseppe torri 65,"5,0",1 recensione,10,"7,5","7,5","7,5","7,5","5,0",,Ponte di Legno,Italia,25056.0,False,,
Appartamenti Elisabetta n1,https://www.booking.com/hotel/it/appartamenti-elisabetta-n1.it.html?label=gen173nr-1FCAQoggJCDnNlYXJjaF9saXZpZ25vSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKk0oukBsACAdICJGQ5OWQ0Yjk5LWI4ZDItNGIxZS1iMGRlLTIxMTU0M2U5NTA0NdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=619&sr_order=popularity&srpvid=68053ef4348a039b&srepoch=1686301119&from=searchresults#hotelTmpl,via sant'antoni 94/a,"7,5",2 recensioni,"7,5","7,5","6,3",10,"6,3","8,8",,Livigno,Italia,23030.0,False,,
Appartamento piano terra in centro paese.,https://www.booking.com/hotel/it/appartamento-piano-terra-in-centro-paese.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jYXJvbmFIFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4Asv-i6QGwAIB0gIkODU2YThmNTAtNDNhMS00YjJjLThjNjMtYjAwZjExY2YyYzg52AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=5a1c49e555e9014a&srepoch=1686306637&from=searchresults#hotelTmpl,Piazza Bagini Giovanni 20,"7,9",10 recensioni,"9,0","8,8","9,0","8,3","8,8","9,3","6,3",Carona,Italia,24010.0,True,,
Casa Graziosa,https://www.booking.com/hotel/it/casa-graziosa-campodolcino.it.html?aid=304142&label=gen173nr-1FCAQoggJCE3NlYXJjaF9jYW1wb2RvbGNpbm9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AtG_i6QGwAIB0gIkMDA5NmM1YzktOWZiMy00MmY2LTljMjMtYTljZjYxZDEzNjVl2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=44673a28ca3b0198&srepoch=1686298578&from=searchresults#hotelTmpl,via prestone 34/b,"9,7",10 recensioni,10,"9,8",10,"9,5","9,8","9,3",,Campodolcino,Italia,23021.0,False,,
